"file","area","review_state","content_status","implementation_status","verification_status","ownership","instructional_readiness","learner_validation","risk","learning_blocker","action","reason","dependency","acceptance"
"10_学习模块\F07_金融机器学习与模型风险\F07_金融机器学习与模型风险_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/按 09 报告修订","210 章已人工归类，其中 166 章为 instructional，且 22 份入口齐全；对应 instructional 文档闭环尚未全部达到 content-reviewed","","完成 09 报告 Wave 2-3 项并通过人工语义复核"
"10_学习模块\F07_金融机器学习与模型风险\F07_金融机器学习与模型风险_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\F08_金融工程任务与AI_Workload接口\F08_金融工程任务与AI_Workload接口_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续教程闭环","Wave 0 事实、安全和跨章契约已修复，Wave 1 入口和章级类型已完成；worked example、章内来源或教程反馈仍未全部达到 content-reviewed","","补齐对应 instructional 章的示例、来源、反馈与清理后逐章评估 content-reviewed"
"10_学习模块\F08_金融工程任务与AI_Workload接口\F08_金融工程任务与AI_Workload接口_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/按 09 报告修订","210 章已人工归类，其中 166 章为 instructional，且 22 份入口齐全；对应 instructional 文档闭环尚未全部达到 content-reviewed","","完成 09 报告 Wave 2-3 项并通过人工语义复核"
"10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/按 09 报告修订","210 章已人工归类，其中 166 章为 instructional，且 22 份入口齐全；对应 instructional 文档闭环尚未全部达到 content-reviewed","","完成 09 报告 Wave 2-3 项并通过人工语义复核"
"10_学习模块\M01_Python工程能力\M01_Python工程能力_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/按 09 报告修订","210 章已人工归类，其中 166 章为 instructional，且 22 份入口齐全；对应 instructional 文档闭环尚未全部达到 content-reviewed","","完成 09 报告 Wave 2-3 项并通过人工语义复核"
"10_学习模块\M02_后端API与服务化\M02_后端API与服务化_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续教程闭环","首批教学闭环和局部可执行证据已复核，入口与章级类型已完成；章内来源和首次教学证据仍不均匀","","按 instructional 章补 worked example、来源、反馈和章末衔接后评估 content-reviewed"
"10_学习模块\M03_RAG工程\M03_RAG工程_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续教程闭环","Wave 0 事实、安全和跨章契约已修复，Wave 1 入口和章级类型已完成；worked example、章内来源或教程反馈仍未全部达到 content-reviewed","","补齐对应 instructional 章的示例、来源、反馈与清理后逐章评估 content-reviewed"
"10_学习模块\M04_Agent工作流\M04_Agent工作流_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M05_任务队列与调度\99_归档\M05_任务队列与调度_教材化改造计划.md","10_学习模块","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"10_学习模块\M05_任务队列与调度\99_归档\M05_任务队列与调度_适配教材.md","10_学习模块","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"10_学习模块\M05_任务队列与调度\M05_参考答案与结果索引.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留","只提供完成后 reference 导航，不复制答案","","保持文档、代码、测试和状态一致"
"10_学习模块\M05_任务队列与调度\M05_任务队列与调度_复现推进表.md","10_学习模块","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"10_学习模块\M05_任务队列与调度\M05_任务队列与调度_学习地图.md","10_学习模块","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","low","否","保留/随模块更新","模块入口、先修、产物、版本和完成边界已规范化","","保持文档、代码、测试和状态一致"
"10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/按 09 报告修订","210 章已人工归类，其中 166 章为 instructional，且 22 份入口齐全；对应 instructional 文档闭环尚未全部达到 content-reviewed","","完成 09 报告 Wave 2-3 项并通过人工语义复核"
"10_学习模块\M05_任务队列与调度\教材章节\00_这门小教材怎么学.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续答案隔离","M05 无损拆分章节；结构和代码块已验证，完整答案与固定结果仍需逐章隔离","","保持文档、代码、测试和状态一致"
"10_学习模块\M05_任务队列与调度\教材章节\01_为什么调度不是简单排序.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续答案隔离","M05 无损拆分章节；结构和代码块已验证，完整答案与固定结果仍需逐章隔离","","保持文档、代码、测试和状态一致"
"10_学习模块\M05_任务队列与调度\教材章节\02_Task_Worker_Queue_最小模型.md","10_学习模块","rule-reviewed","draft","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留/继续答案隔离","M05 无损拆分章节；结构和代码块已验证，完整答案与固定结果仍需逐章隔离","","保持文档、代码、测试和状态一致"
